"File","Line","Pattern","Severity","Code"
"features\moderation\screens\admin_report_review_screen.dart","36","UnsafeTextInterpolation","MEDIUM","child: Text('Error: ${snapshot.error}'),"
"features\moderation\screens\admin_report_review_screen.dart","99","UnsafePropertyToString","HIGH","return '${date.month}/${date.day}/${date.year} ${date.hour}:${date.minute.toString().padLeft(2, '0')}';"
"features\moderation\screens\admin_report_review_screen.dart","118","UnsafeTextInterpolation","MEDIUM","SnackBar(content: Text('Error: $e')),"
"features\moderation\screens\admin_report_review_screen.dart","142","UnsafeTextInterpolation","MEDIUM","SnackBar(content: Text('Error: $e')),"
"features\moderation\screens\admin_report_review_screen.dart","193","UnsafeTextInterpolation","MEDIUM","SnackBar(content: Text('Error: $e')),"
"features\moderation\screens\blocked_users_screen.dart","52","UnsafeTextInterpolation","MEDIUM","SnackBar(content: Text('Failed to unblock user: $e')),"
"features\moderation\screens\blocked_users_screen.dart","74","UnsafeTextInterpolation","MEDIUM","child: Text('Error: ${snapshot.error}'),"
"features\moderation\screens\moderator_dashboard_page.dart","100","UnsafeTextInterpolation","MEDIUM","content: Text('Export failed: $e'),"
"features\moderation\screens\report_user_screen.dart","70","UnsafeTextInterpolation","MEDIUM","SnackBar(content: Text('Failed to submit report: $e')),"
"features\moderation\widgets\host_moderation_panel.dart","43","UnsafeTextInterpolation","MEDIUM","SnackBar(content: Text('Action failed: $e')),"
"features\moderation\widgets\mod_actions_panel.dart","189","UnsafeTextInterpolation","MEDIUM","content: Text('Failed to toggle lockdown: $e'),"
"features\moderation\widgets\mod_log_viewer.dart","26","UnsafeTextInterpolation","MEDIUM","return Center(child: Text('Error: ${snapshot.error}'));"
"features\moderation\widgets\mod_log_viewer.dart","33","SnapshotDataAssertion","CRITICAL","final logs = snapshot.data!.docs"
"features\moderation\widgets\mod_log_viewer.dart","73","UnsafeTextInterpolation","MEDIUM","Text('By: ${log.moderatorName}'),"
"features\moderation\widgets\mod_log_viewer.dart","74","UnsafeTextInterpolation","MEDIUM","if (log.reason.isNotEmpty) Text('Reason: ${log.reason}'),"
"features\moderation\widgets\mod_stats_card.dart","26","SnapshotDataAssertion","CRITICAL","final logs = snapshot.data!.docs"
"features\moderation\widgets\mod_stats_card.dart","98","UnsafePropertyToString","HIGH","label: Text(entry.value.toString()),"
"features\notifications\notification_center_page.dart","193","InvalidIndexing","CRITICAL","final notificationId = notification['id'] as String;"
"features\notifications\notification_center_page.dart","373","InvalidIndexing","CRITICAL","final notificationId = notification['id'] as String;"
"features\notifications\notification_center_page.dart","404","InvalidIndexing","CRITICAL","final userId = data?['userId'] as String?;"
"features\notifications\notification_center_page.dart","453","UnsafeTextInterpolation","MEDIUM","SnackBar(content: Text('Error: $e')),"
"features\notifications\notification_center_page.dart","470","UnsafeTextInterpolation","MEDIUM","SnackBar(content: Text('Error: $e')),"
"features\notifications\notification_center_page.dart","517","UnsafeTextInterpolation","MEDIUM","SnackBar(content: Text('Error: $e')),"
"features\notifications\screens\notifications_page.dart","28","UnsafeTextInterpolation","MEDIUM","return Center(child: Text('Error: ${snapshot.error}'));"
"features\notifications\screens\notifications_page.dart","73","UnsafeTextInterpolation","MEDIUM","error: (error, stack) => Center(child: Text('Error: $error')),"
"features\notifications\screens\notifications_paginated_page.dart","44","InvalidIndexing","CRITICAL","return Notification.fromMap(data..['id'] = doc.id);"
"features\notifications\screens\notifications_paginated_page.dart","66","UnsafeTextInterpolation","MEDIUM","SnackBar(content: Text('Error: $e')),"
"features\onboarding\screens\first_recommendation_page.dart","71","UnsafeTextInterpolation","MEDIUM","SnackBar(content: Text('Error: $e')),"
"features\onboarding\screens\interests_selection_page.dart","74","UnsafeTextInterpolation","MEDIUM","SnackBar(content: Text('Error: $e')),"
"features\onboarding\screens\onboarding_page.dart","59","UnsafeTextInterpolation","MEDIUM","SnackBar(content: Text('Failed to load interests: $e')),"
"features\onboarding\screens\onboarding_page.dart","165","UnsafeTextInterpolation","MEDIUM","SnackBar(content: Text('Failed to complete onboarding: $e')),"
"features\onboarding\screens\onboarding_page.dart","189","UnsafeTextInterpolation","MEDIUM","SnackBar(content: Text('Failed to pick photo: $e')),"
"features\onboarding\screens\onboarding_page.dart","480","InvalidIndexing","CRITICAL","final categoryName = category['name'] as String;"
"features\onboarding\screens\permissions_request_page.dart","91","UnsafeTextInterpolation","MEDIUM","SnackBar(content: Text('Error: $e')),"
"features\onboarding\screens\permissions_screen.dart","105","UnsafeTextInterpolation","MEDIUM","content: Text('Could not request permission: $e'),"
"features\onboarding\screens\profile_essentials_page.dart","124","UnsafeTextInterpolation","MEDIUM","SnackBar(content: Text('Error: $e')),"
"features\onboarding\screens\profile_setup_screen.dart","49","UnsafePropertyToString","HIGH","text: (widget.data.age ?? 0) > 0 ? widget.data.age.toString() : '',"
"features\payment\coin_purchase_page.dart","40","UnsafeTextInterpolation","MEDIUM","SnackBar(content: Text('Successfully purchased $coins coins!')),"
"features\payment\coin_purchase_page.dart","47","UnsafeTextInterpolation","MEDIUM","SnackBar(content: Text('Purchase failed: $e')),"
"features\payments\screens\membership_upgrade_screen.dart","471","UnsafeTextInterpolation","MEDIUM","content: Text('✅ Upgraded to ${_selectedTier.displayName}!'),"
"features\payments\screens\membership_upgrade_screen.dart","493","UnsafeTextInterpolation","MEDIUM","content: Text('Error: $e'),"
"features\payments\screens\wallet_page.dart","452","UnsafeTextInterpolation","MEDIUM","child: Text('Error: $e',"
"features\profile\profile_page.dart","624","UnsafePropertyToString","HIGH","_buildStatColumn('Rooms Created', user.liveSessionsHosted.toString()),"
"features\profile\profile_page.dart","837","UnsafePropertyToString","HIGH","'Matched on ${match.matchedAt.toString().split(' ')[0]}',"
"features\profile\screens\edit_profile_page.dart","91","UnsafeTextInterpolation","MEDIUM","SnackBar(content: Text('Failed to upload avatar: $e'), backgroundColor: Colors.red),"
"features\profile\screens\edit_profile_page.dart","139","UnsafeTextInterpolation","MEDIUM","SnackBar(content: Text('Failed to upload cover photo: $e'), backgroundColor: Colors.red),"
"features\profile\screens\edit_profile_page.dart","210","UnsafeTextInterpolation","MEDIUM","SnackBar(content: Text('Failed to update profile: $e'), backgroundColor: Colors.red),"
"features\profile\screens\profile_page.dart","389","UnsafeTextInterpolation","MEDIUM","SnackBar(content: Text('Failed to delete account: $e')),"
"features\profile\screens\suggested_users_page.dart","212","UnsafeTextInterpolation","MEDIUM","content: Text(isFollowing ? 'Unfollowed' : 'Now following ${user.displayName}!'),"
"features\profile\screens\suggested_users_page.dart","219","UnsafeTextInterpolation","MEDIUM","content: Text('Error: $e'),"
"features\reporting\moderation_page.dart","95","UnsafeTextInterpolation","MEDIUM","'No ${_getStatusText(_selectedStatus).toLowerCase()} reports',"
"features\reporting\moderation_page.dart","141","UnsafeTextInterpolation","MEDIUM","Text('Type: ${_getTypeText(type)}'),"
"features\reporting\moderation_page.dart","282","UnsafeTextInterpolation","MEDIUM","SnackBar(content: Text('Report marked as ${_getStatusText(newStatus).toLowerCase()}')),"
"features\reporting\moderation_page.dart","288","UnsafeTextInterpolation","MEDIUM","SnackBar(content: Text('Error updating report: $e')),"
"features\reporting\report_dialog.dart","69","UnsafeTextInterpolation","MEDIUM","SnackBar(content: Text('Error submitting report: $e')),"
"features\room\room_page.dart","258","UnsafeTextInterpolation","MEDIUM","messenger.showSnackBar(SnackBar(content: Text('Failed to toggle microphone: $e')));"
"features\room\room_page.dart","276","UnsafeTextInterpolation","MEDIUM","messenger.showSnackBar(SnackBar(content: Text('Failed to toggle camera: $e')));"
"features\room\screens\room_page.dart","552","SnapshotDataAssertion","CRITICAL","if (!snapshot.hasData || snapshot.data!.isEmpty) {"
"features\room\screens\room_page.dart","561","SnapshotDataAssertion","CRITICAL","final messages = snapshot.data!;"
"features\room\screens\room_page.dart","1101","UnsafeTextInterpolation","MEDIUM","content: Text('Failed to send message: $e'),"
"features\room\screens\voice_room_page.dart","216","FirestoreDataAssertion","HIGH","final roomData = roomDoc.data()!;"
"features\room\screens\voice_room_page.dart","1366","UnsafeTextInterpolation","MEDIUM","title: Text('Max Users: ${room.maxUsers}', style: const TextStyle(color: Colors.white, fontSize: 13)),"
"features\room\screens\voice_room_page.dart","1367","UnsafeTextInterpolation","MEDIUM","subtitle: Text('Current: $participantCount', style: TextStyle(color: Colors.grey[500], fontSize: 11)),"
"features\room\screens\voice_room_page.dart","1374","UnsafeTextInterpolation","MEDIUM","title: Text('Slow Mode: ${room.slowModeSeconds}s',"
"features\room\screens\voice_room_page.dart","1473","UnsafeTextInterpolation","MEDIUM","content: Text('Failed to delete room: $e'),"
"features\room\screens\voice_room_page.dart","1505","UnsafeTextInterpolation","MEDIUM","content: Text('Turn-based speaking ${value ? 'enabled' : 'disabled'}'),"
"features\room\screens\voice_room_page.dart","1518","UnsafeTextInterpolation","MEDIUM","content: Text('Could not update setting: $e'),"
"features\room\screens\voice_room_page.dart","1884","UnsafeTextInterpolation","MEDIUM","SnackBar(content: Text('Failed to raise hand: $e')),"
"features\room\screens\voice_room_page.dart","1901","UnsafeTextInterpolation","MEDIUM","SnackBar(content: Text('Failed to lower hand: $e')),"
"features\room\screens\voice_room_page.dart","1923","UnsafeTextInterpolation","MEDIUM","SnackBar(content: Text('Failed to approve: $e')),"
"features\room\screens\voice_room_page.dart","1942","UnsafeTextInterpolation","MEDIUM","SnackBar(content: Text('${participant.displayName} promoted to moderator')),"
"features\room\screens\voice_room_page.dart","1949","UnsafeTextInterpolation","MEDIUM","SnackBar(content: Text('${participant.displayName} removed as moderator')),"
"features\room\screens\voice_room_page.dart","1956","UnsafeTextInterpolation","MEDIUM","SnackBar(content: Text('${participant.displayName} muted')),"
"features\room\screens\voice_room_page.dart","1963","UnsafeTextInterpolation","MEDIUM","SnackBar(content: Text('${participant.displayName} unmuted')),"
"features\room\screens\voice_room_page.dart","1970","UnsafeTextInterpolation","MEDIUM","SnackBar(content: Text('${participant.displayName} spotlighted')),"
"features\room\screens\voice_room_page.dart","1982","UnsafeTextInterpolation","MEDIUM","SnackBar(content: Text('${participant.displayName} kicked from room')),"
"features\room\screens\voice_room_page.dart","1995","UnsafeTextInterpolation","MEDIUM","SnackBar(content: Text('${participant.displayName} banned from room')),"
"features\room\screens\voice_room_page.dart","2003","UnsafeTextInterpolation","MEDIUM","SnackBar(content: Text('Failed to $action: $e')),"
"features\room\services\room_moderation_service.dart","23","FirestoreDataAssertion","HIGH","final data = room.data()!;"
"features\room\services\room_moderation_service.dart","38","FirestoreDataAssertion","HIGH","final data = room.data()!;"
"features\room\widgets\camera_quality_selector.dart","49","UnsafeTextInterpolation","MEDIUM","content: Text('Quality set to: ${quality.name.toUpperCase()}'),"
"features\room\widgets\camera_quality_selector.dart","59","UnsafeTextInterpolation","MEDIUM","content: Text('Error: $e'),"
"features\room\widgets\participant_list_sidebar.dart","152","UnsafeTextInterpolation","MEDIUM","child: Text('Error loading participants: $e', style: const TextStyle(color: Colors.white70)),"
"features\room\widgets\raised_hands_panel.dart","51","UnsafeTextInterpolation","MEDIUM","child: Text('Error loading raised hands: $e', style: const TextStyle(color: Colors.white70)),"
"features\room\widgets\voice_room_chat_overlay.dart","210","UnsafeTextInterpolation","MEDIUM","error: (err, stack) => Center(child: Text('Error: $err')),"
"features\rooms\create_room_page_complete.dart","73","UnsafeTextInterpolation","MEDIUM","content: Text('Failed to create room: $e'),"
"features\rooms\examples\room_usage_example.dart","166","UnsafeTextInterpolation","MEDIUM","appBar: AppBar(title: Text('$category Rooms')),"
"features\rooms\examples\room_usage_example.dart","185","UnsafeTextInterpolation","MEDIUM","child: Text('Error: $error'),"
"features\rooms\examples\room_usage_example.dart","254","UnsafeTextInterpolation","MEDIUM","child: Text('Error: $error'),"
"features\settings\account_settings_page.dart","74","UnsafeTextInterpolation","MEDIUM","child: Text('⚠️ $warning'),"
"features\settings\account_settings_page.dart","124","UnsafeTextInterpolation","MEDIUM","content: Text('Failed to delete account: $e'),"
"features\settings\account_settings_page.dart","135","UnsafeTextInterpolation","MEDIUM","content: Text('Error: $e'),"
"features\settings\account_settings_page.dart","186","UnsafeTextInterpolation","MEDIUM","content: Text('Failed to link Google account: $e'),"
"features\settings\account_settings_page.dart","231","UnsafeTextInterpolation","MEDIUM","content: Text('$providerName account unlinked successfully'),"
"features\settings\account_settings_page.dart","242","UnsafeTextInterpolation","MEDIUM","content: Text('Failed to unlink account: $e'),"
"features\settings\account_settings_page.dart","351","UnsafeTextInterpolation","MEDIUM","content: Text('Failed to export data: $e'),"
"features\settings\account_settings_page.dart","369","UnsafeTextInterpolation","MEDIUM","Text('• $label'),"
"features\settings\account_settings_page.dart","708","UnsafeTextInterpolation","MEDIUM","content: Text('$providerName linking coming soon'),"
"features\settings\agora_test_page.dart","176","UnsafeTextInterpolation","MEDIUM","messenger.showSnackBar(SnackBar(content: Text('Failed to toggle mic: $e')));"
"features\settings\agora_test_page.dart","194","UnsafeTextInterpolation","MEDIUM","messenger.showSnackBar(SnackBar(content: Text('Failed to toggle camera: $e')));"
"features\settings\blocked_users_page.dart","63","UnsafeTextInterpolation","MEDIUM","content: Text('Are you sure you want to unblock $displayName?'),"
"features\settings\blocked_users_page.dart","89","UnsafeTextInterpolation","MEDIUM","SnackBar(content: Text('$displayName unblocked successfully')),"
"features\settings\blocked_users_page.dart","95","UnsafeTextInterpolation","MEDIUM","SnackBar(content: Text('Failed to unblock user: $e')),"
"features\settings\blocked_users_page.dart","193","InvalidIndexing","CRITICAL","arguments: {'userId': user['id']},"
"features\settings\blocked_users_page.dart","199","InvalidIndexing","CRITICAL","onPressed: _isUnblocking ? null : () => _unblockUser(user['id'], displayName),"
"features\settings\notification_settings_page.dart","135","UnsafeTextInterpolation","MEDIUM","SnackBar(content: Text('Failed to update setting: $e')),"
"features\settings\privacy_settings_page.dart","81","InvalidIndexing","CRITICAL","bio: _privacySettings['bio']!,"
"features\settings\privacy_settings_page.dart","82","InvalidIndexing","CRITICAL","location: _privacySettings['location']!,"
"features\settings\privacy_settings_page.dart","102","UnsafeTextInterpolation","MEDIUM","SnackBar(content: Text('Failed to save settings: $e')),"
"features\settings\screens\settings_page.dart","68","UnsafeTextInterpolation","MEDIUM","subtitle: Text('${subscription.daysRemaining} days remaining'),"
"features\speed_dating\providers\speed_dating_session_provider.dart","265","FirestoreDataAssertion","HIGH","final sessionData = updatedSession.data()!;"
"features\speed_dating\screens\speed_dating_session_page.dart","141","UnsafeTextInterpolation","MEDIUM","child: Text('Error: $error'),"
"features\video_room\video_room_view.dart","104","UnsafeTextInterpolation","MEDIUM","SnackBar(content: Text('Error leaving room: $e')),"
"features\video_room\video_room_view.dart","202","UnsafeTextInterpolation","MEDIUM","Text('User ${index + 1}', style: const TextStyle(color: DesignColors.white)),"
"features\video_room\video_room_view.dart","304","UnsafeTextInterpolation","MEDIUM","Text('Error: ${state.error}', textAlign: TextAlign.center),"
"features\video_room\screens\polished_room_screen.dart","409","UnsafeTextInterpolation","MEDIUM","SnackBar(content: Text(participant.isMuted ? 'Unmuted ${participant.name}' : 'Muted ${participant.name}')),"
"features\video_room\screens\polished_room_screen.dart","427","UnsafeTextInterpolation","MEDIUM","SnackBar(content: Text('Spotlighting ${participant.name}')),"
"features\video_room\screens\room_screen.dart","406","UnsafeTextInterpolation","MEDIUM","SnackBar(content: Text(participant.isMuted ? 'Unmuted ${participant.name}' : 'Muted ${participant.name}')),"
"features\video_room\screens\room_screen.dart","424","UnsafeTextInterpolation","MEDIUM","SnackBar(content: Text('Spotlighting ${participant.name}')),"
"features\video_room\widgets\chat_overlay_widget.dart","186","UnsafePropertyToString","HIGH","widget.unreadCount > 99 ? '99+' : widget.unreadCount.toString(),"
"features\video_room\widgets\presence_card.dart","291","InvalidIndexing","CRITICAL","participantName: participant['name'] as String,"
"features\video_room\widgets\presence_card.dart","300","InvalidIndexing","CRITICAL","content: Text('Tapped ${participant['name']}'),"
"features\video_room\widgets\presence_card.dart","300","UnsafeTextInterpolation","MEDIUM","content: Text('Tapped ${participant['name']}'),"
"features\voice_room\widgets\analytics_dashboard_widget.dart","224","UnsafePropertyToString","HIGH","stats.totalVisitors.toString(),"
"features\voice_room\widgets\analytics_dashboard_widget.dart","229","UnsafePropertyToString","HIGH","stats.peakConcurrentUsers.toString(),"
"features\voice_room\widgets\analytics_dashboard_widget.dart","234","UnsafePropertyToString","HIGH","stats.totalMessagesCount.toString(),"
"features\voice_room\widgets\analytics_dashboard_widget.dart","239","UnsafePropertyToString","HIGH","stats.totalRecordingsCount.toString(),"
"features\voice_room\widgets\enhanced_chat_widget.dart","413","UnsafeTextInterpolation","MEDIUM","SnackBar(content: Text('Error sending message: $e')),"
"features\voice_room\widgets\room_moderation_widget.dart","301","UnsafePropertyToString","HIGH","mutedUsers.length.toString(),"
"features\voice_room\widgets\room_moderation_widget.dart","338","UnsafePropertyToString","HIGH","bannedUsers.length.toString(),"
"features\voice_room\widgets\room_recording_widget.dart","365","UnsafePropertyToString","HIGH","return '${dateTime.hour.toString().padLeft(2, '0')}:${dateTime.minute.toString().padLeft(2, '0')}:${dateTime.second.toString().padLeft(2, '0')}';"
"features\withdrawal\withdrawal_history_page.dart","43","UnsafeTextInterpolation","MEDIUM","return Center(child: Text('Error: ${snapshot.error}'));"
"features\withdrawal\withdrawal_history_page.dart","80","UnsafeTextInterpolation","MEDIUM","title: Text('\$$amount'),"
"features\withdrawal\withdrawal_history_page.dart","84","UnsafeTextInterpolation","MEDIUM","Text('Email: $email'),"
"features\withdrawal\withdrawal_history_page.dart","85","UnsafeTextInterpolation","MEDIUM","Text('Status: ${status.toUpperCase()}'),"
"features\withdrawal\withdrawal_page.dart","51","UnsafeTextInterpolation","MEDIUM","SnackBar(content: Text('Error: $e')),"
"providers\chat_providers.dart","54","FirestoreDataAssertion","HIGH","final data = snapshot.data()!;"
"providers\event_dating_providers.dart","75","InvalidIndexing","CRITICAL",".map((snapshot) => snapshot.docs.map((doc) => Event.fromMap(doc.data()..['id'] = doc.id)).toList())"
"providers\event_dating_providers.dart","91","InvalidIndexing","CRITICAL","(snapshot) => snapshot.docs.map((doc) => Event.fromMap(doc.data()..['id'] = doc.id)).toList(),"
"providers\event_dating_providers.dart","108","InvalidIndexing","CRITICAL",".map((snapshot) => snapshot.docs.map((doc) => Event.fromMap(doc.data()..['id'] = doc.id)).toList())"
"providers\gamification_payment_providers.dart","380","UnsafePropertyToString","HIGH","await _analyticsService.setUserProperty(entry.key, entry.value.toString());"
"providers\providers.dart","357","InvalidIndexing","CRITICAL","title: params['name'],"
"providers\providers.dart","370","InvalidIndexing","CRITICAL","name: params['name'], // Use name as title"
"providers\user_providers.dart","147","InvalidIndexing","CRITICAL","bio: updates['bio'] ?? currentProfile.bio,"
"providers\user_safety_provider.dart","343","UnsafeTextInterpolation","MEDIUM","SnackBar(content: Text('Error: $e')),"
"providers\user_safety_provider.dart","395","UnsafeTextInterpolation","MEDIUM","SnackBar(content: Text('$targetUserName has been blocked')),"
"screens\test_video_engine_screen.dart","39","UnsafeTextInterpolation","MEDIUM","SnackBar(content: Text('Error: $e')),"
"screens\test_video_engine_screen.dart","108","UnsafeTextInterpolation","MEDIUM","title: Text('Remote UID: ${u.uid}'),"
"screens\test_video_engine_screen.dart","109","UnsafeTextInterpolation","MEDIUM","subtitle: Text('Video: ${u.videoEnabled} | Audio: ${u.audioEnabled}'),"
"services\agora_video_service.dart","383","UnsafePropertyToString","HIGH","final deniedPerms = statuses.entries.where((e) => !e.value.isGranted).map((e) => e.key.toString()).join(', ');"
"services\agora_video_service.dart","867","InvalidIndexing","CRITICAL","final uid = event['uid'] as int?;"
"services\agora_video_service.dart","908","InvalidIndexing","CRITICAL","final uid = event['uid'] as int?;"
"services\agora_video_service.dart","957","InvalidIndexing","CRITICAL","final uid = event['uid'] as int?;"
"services\badge_service.dart","168","FirestoreDataAssertion","HIGH","return BadgeDefinition.fromMap(doc.data()!);"
"services\broadcaster_service.dart","29","FirestoreDataAssertion","HIGH","final data = existingDoc.data()!;"
"services\broadcaster_service.dart","157","FirestoreDataAssertion","HIGH","...doc.data()!,"
"services\camera_permission_service.dart","101","FirestoreDataAssertion","HIGH","final permission = CameraPermission.fromMap(permissionDoc.data()!);"
"services\camera_permission_service.dart","145","FirestoreDataAssertion","HIGH","final permission = CameraPermission.fromMap(permissionDoc.data()!);"
"services\camera_permission_service.dart","177","FirestoreDataAssertion","HIGH","final permission = CameraPermission.fromMap(permissionDoc.data()!);"
"services\chat_service.dart","20","InvalidIndexing","CRITICAL","final rooms = snapshot.docs.map((doc) => ChatRoom.fromMap(doc.data()..['id'] = doc.id)).toList();"
"services\chat_service.dart","45","InvalidIndexing","CRITICAL","return ChatRoom.fromMap(doc.data()!..['id'] = doc.id);"
"services\chat_service.dart","45","FirestoreDataAssertion","HIGH","return ChatRoom.fromMap(doc.data()!..['id'] = doc.id);"
"services\chat_service.dart","108","InvalidIndexing","CRITICAL","return snapshot.docs.map((doc) => ChatMessage.fromMap(doc.data()..['id'] = doc.id)).toList().reversed.toList();"
"services\chat_service.dart","167","InvalidIndexing","CRITICAL","final rooms = snapshot.docs.map((doc) => ChatRoom.fromMap(doc.data()..['id'] = doc.id)).toList();"
"services\chat_service.dart","186","InvalidIndexing","CRITICAL",".map((snapshot) => snapshot.docs.map((doc) => ChatMessage.fromMap(doc.data()..['id'] = doc.id)).toList());"
"services\chat_service.dart","242","InvalidIndexing","CRITICAL",".map((snapshot) => snapshot.docs.map((doc) => ChatMessage.fromMap(doc.data()..['id'] = doc.id)).toList());"
"services\data_export_service.dart","54","FirestoreDataAssertion","HIGH","final data = doc.data()!;"
"services\data_export_service.dart","237","FirestoreDataAssertion","HIGH","return _sanitizeTimestamps(doc.data()!);"
"services\events_service.dart","42","FirestoreDataAssertion","HIGH","final data = snapshot.data()!;"
"services\events_service.dart","146","FirestoreDataAssertion","HIGH","final data = userDoc.data()!;"
"services\events_service.dart","191","FirestoreDataAssertion","HIGH","final eventData = eventDoc.data()!;"
"services\events_service.dart","219","FirestoreDataAssertion","HIGH","final userData = userSnapshot.data()!;"
"services\events_service.dart","324","FirestoreDataAssertion","HIGH","final data = eventDoc.data()!;"
"services\events_service.dart","355","FirestoreDataAssertion","HIGH","final data = userDoc.data()!;"
"services\events_service.dart","394","FirestoreDataAssertion","HIGH","final data = userDoc.data()!;"
"services\events_service.dart","427","InvalidIndexing","CRITICAL","final existingEvent = Event.fromMap(eventDoc.data()!..['id'] = eventDoc.id);"
"services\events_service.dart","427","FirestoreDataAssertion","HIGH","final existingEvent = Event.fromMap(eventDoc.data()!..['id'] = eventDoc.id);"
"services\events_service.dart","443","InvalidIndexing","CRITICAL","final event = Event.fromMap(eventDoc.data()!..['id'] = eventDoc.id);"
"services\events_service.dart","443","FirestoreDataAssertion","HIGH","final event = Event.fromMap(eventDoc.data()!..['id'] = eventDoc.id);"
"services\firestore_service.dart","21","FirestoreDataAssertion","HIGH","return User.fromMap(doc.data()!);"
"services\firestore_service.dart","30","FirestoreDataAssertion","HIGH","return User.fromMap(doc.data()!);"
"services\firestore_service.dart","176","FirestoreDataAssertion","HIGH","return PrivacySettings.fromMap(userId, doc.data()!);"
"services\gamification_service.dart","376","FirestoreDataAssertion","HIGH","final data = streakDoc.data()!;"
"services\messaging_service.dart","138","FirestoreDataAssertion","HIGH","final userData = userDoc.data()!;"
"services\messaging_service.dart","214","FirestoreDataAssertion","HIGH","final message = DirectMessage.fromMap(doc.data()!, doc.id);"
"services\messaging_service.dart","236","FirestoreDataAssertion","HIGH","final message = DirectMessage.fromMap(doc.data()!, doc.id);"
"services\messaging_service.dart","289","FirestoreDataAssertion","HIGH","final data = conversationDoc.data()!;"
"services\messaging_service.dart","320","FirestoreDataAssertion","HIGH","final senderData = senderDoc.data()!;"
"services\messaging_service.dart","328","FirestoreDataAssertion","HIGH","final receiverData = receiverDoc.data()!;"
"services\messaging_service.dart","370","FirestoreDataAssertion","HIGH","final userData = userDoc.data()!;"
"services\messaging_service.dart","437","FirestoreDataAssertion","HIGH","final message = DirectMessage.fromMap(doc.data()!, doc.id);"
"services\messaging_service.dart","460","FirestoreDataAssertion","HIGH","final message = DirectMessage.fromMap(doc.data()!, doc.id);"
"services\messaging_service.dart","483","FirestoreDataAssertion","HIGH","final message = DirectMessage.fromMap(doc.data()!, doc.id);"
"services\messaging_service.dart","507","FirestoreDataAssertion","HIGH","final message = DirectMessage.fromMap(doc.data()!, doc.id);"
"services\messaging_service.dart","620","FirestoreDataAssertion","HIGH","final message = Message.fromMap(doc.data()!);"
"services\messaging_service.dart","640","FirestoreDataAssertion","HIGH","final message = Message.fromMap(doc.data()!);"
"services\mic_service.dart","167","FirestoreDataAssertion","HIGH","final data = participantDoc.data()!;"
"services\moderation_service.dart","250","UnsafePropertyToString","HIGH","'status': report.status.toString().split('.').last,"
"services\presence_service.dart","158","FirestoreDataAssertion","HIGH","final presence = UserPresence.fromMap(doc.data()!);"
"services\profile_service.dart","19","InvalidIndexing","CRITICAL","return UserProfile.fromMap(doc.data()!..['id'] = doc.id);"
"services\profile_service.dart","19","FirestoreDataAssertion","HIGH","return UserProfile.fromMap(doc.data()!..['id'] = doc.id);"
"services\profile_service.dart","39","InvalidIndexing","CRITICAL","final profile = UserProfile.fromMap(doc.data()!..['id'] = doc.id);"
"services\profile_service.dart","39","FirestoreDataAssertion","HIGH","final profile = UserProfile.fromMap(doc.data()!..['id'] = doc.id);"
"services\profile_service.dart","54","InvalidIndexing","CRITICAL","return UserProfile.fromMap(doc.data()!..['id'] = doc.id);"
"services\profile_service.dart","54","FirestoreDataAssertion","HIGH","return UserProfile.fromMap(doc.data()!..['id'] = doc.id);"
"services\profile_service.dart","111","InvalidIndexing","CRITICAL","return snapshot.docs.map((doc) => UserProfile.fromMap(doc.data()..['id'] = doc.id)).toList();"
"services\profile_service.dart","124","InvalidIndexing","CRITICAL",".map((doc) => UserProfile.fromMap(doc.data()..['id'] = doc.id))"
"services\profile_service.dart","155","InvalidIndexing","CRITICAL","return UserProfile.fromMap(doc.data()!..['id'] = doc.id);"
"services\profile_service.dart","155","FirestoreDataAssertion","HIGH","return UserProfile.fromMap(doc.data()!..['id'] = doc.id);"
"services\profile_service.dart","165","InvalidIndexing","CRITICAL","return UserProfile.fromMap(doc.data()!..['id'] = doc.id);"
"services\profile_service.dart","165","FirestoreDataAssertion","HIGH","return UserProfile.fromMap(doc.data()!..['id'] = doc.id);"
"services\profile_service.dart","291","InvalidIndexing","CRITICAL",".map((doc) => UserProfile.fromMap(doc.data()..['id'] = doc.id))"
"services\room_service.dart","83","FirestoreDataAssertion","HIGH","final roomData = roomDoc.data()!;"
"services\room_service.dart","130","FirestoreDataAssertion","HIGH","final roomData = roomDoc.data()!;"
"services\social_feed_service.dart","226","InvalidIndexing","CRITICAL","final toUserId = postDoc.data()?['userId'] as String;"
"services\social_feed_service.dart","268","InvalidIndexing","CRITICAL","if (postDoc.data()?['userId'] != userId) return false;"
"services\social_graph_service.dart","187","FirestoreDataAssertion","HIGH","final currentUserData = currentUserDoc.data()!;"
"services\subscription_service.dart","19","UnsafePropertyToString","HIGH",".where('status', isEqualTo: SubscriptionStatus.active.toString().split('.').last)"
"services\subscription_service.dart","51","UnsafePropertyToString","HIGH","'status': SubscriptionStatus.cancelled.toString().split('.').last,"
"services\subscription_service.dart","65","UnsafePropertyToString","HIGH",".where('status', isEqualTo: SubscriptionStatus.active.toString().split('.').last)"
"services\subscription_service.dart","83","UnsafePropertyToString","HIGH",".where('status', isEqualTo: SubscriptionStatus.active.toString().split('.').last)"
"services\subscription_service.dart","116","FirestoreDataAssertion","HIGH","final subscription = UserSubscription.fromMap({...doc.data()!, 'id': doc.id});"
